"day","nation_name","military capacity","gdp","trade","resources","political stability","population","soft power","cybersecurity","nuclear"
"8","White","8","6.490643093534712","10","12","15","66.994","24","16","10"
"8","Pink","16","3.141083271153182","8","-5","20","23.464","27","14","0"
"8","Red","10","34.168643056771664","10","10","8","1400","16","10","10"
"8","Yellow","13","7.283796994773052","8","2","16","1379.9819999999997","21","8","10"
"8","Blue","22","44.09827968209581","10","0","5","331.96400000000017","28","10","10"
"8","Green","6","9.791162920105874","16","21","31","213","52","6","0"
"9","Purple","12","49.63672606487322","19","13","14","446.9820000000001","38","10","0"
"9","White","8","6.5555495244700595","10","13","16","66.994","26","17","10"
"9","Pink","18","3.2686238477059186","8","-7","23","23.458","31","15","0"
"9","Red","10","34.51032948733938","10","10","10","1400","21","10","10"
"9","Yellow","15","7.504503327511671","8","0","17","1379.9759999999997","24","8","10"
"9","Blue","24","44.53926247891677","10","-2","5","331.9580000000002","32","10","10"
"9","Green","6","10.60138707225991","17","23","37","213","62","6","0"
"10","Purple","14","51.64711274395272","20","12","14","446.9760000000001","42","10","0"
"10","White","8","6.687316069911908","10","14","17","66.994","28","17","10"
"10","Pink","20","3.469710079074807","8","-8","26","23.451999999999998","37","15","0"
"10","Red","10","35.55254143785704","11","11","12","1400","27","10","10"
"10","Yellow","15","7.886535228495374","9","1","21","1379.9759999999997","31","8","10"
"10","Blue","26","44.98465510370594","10","-4","5","331.9520000000002","37","10","10"
"10","Green","6","11.593444298770883","18","24","44","213","71","6","0"
"11","Purple","14","52.68521971010617","20","12","16","446.9760000000001","44","10","0"
"11","White","8","6.821731122917138","10","16","18","66.994","31","18","10"
"11","Pink","22","3.6467001640408885","8","-10","30","23.445999999999998","42","16","0"
"11","Red","10","35.87215878538337","11","11","13","1400","31","10","10"
"11","Yellow","15","8.125505132454013","9","1","25","1379.9759999999997","37","8","10"
"11","Blue","26","45.434501654743","10","-4","8","331.9520000000002","44","10","10"
"11","Green","6","12.554038900249687","18","26","50","213","79","6","0"
"12","Purple","16","55.367267243592934","21","11","17","446.97000000000014","49","10","0"
"12","White","10","6.958847918487772","10","15","18","66.988","34","19","10"
"12","Pink","24","3.8327185221082924","8","-12","34","23.439999999999998","47","17","0"
"12","Red","10","36.19464949286397","11","11","14","1400","35","10","10"
"12","Yellow","15","8.371716063472501","9","1","29","1379.9759999999997","43","8","10"
"12","Blue","28","45.88884667129043","10","-6","9","331.94600000000025","51","10","10"
"12","Green","6","14.004770807067848","19","28","58","213","90","6","0"
"13","Purple","18","57.60975230149293","22","10","17","446.96400000000017","53","10","0"
"13","White","10","7.02843639767265","10","16","19","66.988","36","20","10"
"13","Pink","26","4.028225685940235","8","-14","39","23.433999999999997","52","19","0"
"13","Red","10","36.88523978572286","11","11","16","1400","41","10","10"
"13","Yellow","17","8.625387431911783","9","-1","31","1379.9699999999996","49","8","10"
"13","Blue","30","45.88884667129043","10","-8","9","331.9400000000003","57","10","10"
"13","Green","6","15.013537964926906","20","30","64","213","100","7","0"
"14","Purple","20","59.943062489208","23","9","17","446.9580000000002","57","10","0"
"14","White","10","7.16970796926587","10","17","21","66.988","39","21","10"
"14","Pink","28","4.276042736794095","8","-16","44","23.427999999999997","58","20","0"
"14","Red","10","37.21683809139651","11","11","17","1400","45","10","10"
"14","Yellow","17","8.886745296486142","9","-1","35","1379.9699999999996","55","8","10"
"14","Blue","32","45.88884667129043","10","-10","9","331.9340000000003","63","10","10"
"14","Green","6","16.255916543214703","21","32","69","213","108","7","0"
"15","Purple","20","62.37087640614591","24","10","19","446.9580000000002","61","10","0"
"15","White","10","7.241405048958529","10","18","22","66.988","41","22","10"
"15","Pink","28","4.405611107761694","8","-16","48","23.427999999999997","61","21","0"
"15","Red","10","37.58900647231047","11","11","19","1400","49","10","10"
"15","Yellow","17","9.065368876945513","9","-1","38","1379.9699999999996","60","8","10"
"15","Blue","34","45.88884667129043","10","-12","9","331.92800000000034","69","10","10"
"15","Green","6","17.426834293715622","22","34","73","213","115","7","0"
